thetaE_s0,mass_s0,z_s0,re_s0,q_s0,pa_s0,x_s0,y_s0,mag_g_s0,mag_r_s0,mag_i_s0,mag_z_s0,vdisp_l,re_l,q_l,z_l,mag_g_l,mag_r_l,mag_i_l,mag_z_l,SNR_g,SNR_r,SNR_i,SNR_z,SNR_stack,best_band,mu,if_ring,if_obs_stack,if_obs_single,noise_seed
0.34654967935920145,28890342263.21468,0.8095,0.09701996081216313,0.6522624003814266,77.19658016364643,0.10697759955269898,-0.1348101644429451,25.8061,25.5448,24.8475,24.6583,152.5715256671548,0.5758979754401826,0.42632008956604706,0.3459937760977172,22.58589938414749,20.63553064011652,19.97824896979034,19.6037103868216,87.96799126643502,72.83147846295138,101.60521833466625,77.7448962702923,169.17728939537756,i,3.937739693064625,True,True,True,0
0.4475100967071143,79785469387.36737,3.3948,0.08372634930488776,0.5892975975881565,104.54165454305823,0.18790093027522703,0.09123386913356957,27.5207,27.1338,27.1229,27.1531,174.64244606024522,0.29358640549234083,0.5074463698309005,0.9968008983196527,28.17065054421103,25.31974429223895,24.072735146885623,22.752330540374484,23.148902506842152,25.5102627518868,20.72446589203485,12.79739904564268,41.30520667348798,r,3.8693768267487,False,True,True,5
0.8781557479347321,229191949430.10767,2.6278,0.17696624467901398,0.3244980794650235,27.382040128610225,0.10874313566777792,0.5816031538650576,27.3208,27.2043,27.2996,27.2946,225.86475682334725,0.6515620673499868,0.2980098906728841,0.6665773310276167,24.04715635925003,22.098404265346925,20.601329387654598,19.969031199420385,19.87889756724695,17.067091249479976,12.492959985835022,8.22541966449399,28.809419971472654,g,4.176675233833676,True,True,False,13
0.5396949105039345,79367002550.49663,2.3232,0.09398496455114544,0.4037702335485488,135.63161089484424,-0.19853415654211495,0.3506705992281719,27.5127,27.4917,27.8023,27.3428,174.48663225603403,0.4893210925927659,0.6110860731887382,0.5861338522137062,24.290307134977475,22.435081767712806,21.127587306793608,20.55912703323805,19.593810302056696,15.500579701441607,9.36650018994622,9.26549609926219,26.745670221222394,g,3.1434238330983066,False,True,False,19
0.7775715309396746,472860427121.61206,2.9716,0.26616256723658394,0.7851041642314828,71.87998268966919,0.01648386057159404,0.207611708049325,27.1404,27.0291,27.0862,27.1689,313.47824004362593,0.6024097200345654,0.6234465777256297,1.62777661323411,27.205736014855113,26.629002985141828,24.421256036205087,22.846675661961513,24.320099880277784,20.969221090854912,16.419018275665774,10.223705267503437,36.163197644699075,g,6.980313491212347,True,True,True,21
1.06856176467536,388815166658.90295,1.5055,0.0998660170227925,0.6714939682154926,69.81516474510607,-0.0028382508916122507,0.6998238213996191,27.4207,27.2749,26.8701,26.7012,273.1313681962341,0.7997506541476354,0.8408543034132382,0.5984489766245469,22.514294448071507,20.64491814025475,19.313989726541735,18.7406716349374,23.08541823648293,20.33252829728113,23.23905808934413,17.60586967481758,42.175545796981076,i,3.4900477640056544,False,True,True,29
1.176292375413926,174850392823.64856,2.6352,0.1160995372006143,0.5647088775887525,4.192637914861019,-0.5645685349956354,0.027165889144389624,27.2448,27.1292,27.1888,27.2065,222.88089116555633,0.8251460433581038,0.8995430091579041,0.26649362049684355,19.958625901484645,18.291166632752358,17.694993022039636,17.39353619451489,24.93279006178842,18.532077586577753,13.425717230046224,8.640323376939886,31.66135132756206,g,4.430737763394838,False,True,True,38
0.5289804236122003,219913933009.11624,1.9314,0.2033156666529239,0.47650024600560437,151.87996992762967,0.34622003766890846,-0.10355296867244491,27.1067,27.3388,27.0062,26.6974,262.2589276701074,0.5337538585245777,0.5905850546802633,1.182250645151705,27.142493609852764,24.706524190308308,23.04147435724156,21.80620943675961,17.396383358133438,10.903593367215024,11.994072009320192,10.404191196815324,25.205493702902665,g,3.528290591187752,False,True,False,39
0.32035049308378616,106236758441.42526,2.6361,0.11455921480428852,0.8489282329207583,112.29654076957158,0.0866930938373587,-0.025266451306738363,26.771,26.5416,26.8827,26.7908,231.61798184649203,0.6696876384330588,0.743763308818735,1.7171660149409183,28.826861242768235,28.372571017191905,26.438180643502015,24.681797069031518,60.440136001039996,58.258603677063554,35.335961252150504,25.506481859354874,90.4389643291923,g,6.139601714507314,True,True,True,41
0.5769631881514692,101931081648.02806,3.9993,0.07125578303310746,0.5932959006591589,156.720178972338,-0.05456535944217486,-0.5250897693546094,29.0385,27.8819,27.6662,27.634,180.06963123168092,0.42249493190949605,0.38043553529418517,0.7849066253050279,26.228672379738295,23.82124778257109,22.422894942878862,21.502323395352512,7.616474397509253,16.937250402449425,16.54217133222305,10.956670453724167,26.362725312578245,r,4.167922083625705,False,True,False,45
1.1782103411773683,308345448325.9398,1.9646,0.3273832245527639,0.8194725036503525,56.71864864916147,0.09768786016307598,-0.9221796956526815,26.8528,26.902,26.9799,26.9097,248.63679186419105,0.5674501766565913,0.588893688016989,0.45497847046014567,21.559333380200457,19.653602307583085,18.76057990610323,18.2598000620491,15.447889380149121,11.16230971070947,8.337632167963118,5.929021241923827,20.2849048658339,g,3.5454144257122575,False,True,False,50
0.22798288641843986,8430323738.246949,0.6272,0.03679394643189822,0.6110830278102957,118.89874594751852,-0.008345297714590857,-0.11366968817103368,28.3168,27.6164,27.1032,26.9798,116.35853297710011,0.6624292476030195,0.44784843151442066,0.2353976451443456,22.09041903932427,20.50759504844996,19.942250658886167,19.657722223438466,28.504398704339863,33.11840983699006,38.79202277573384,27.711965273434444,64.17847411528246,i,7.45339233807272,True,True,True,51
